PDB_ID	Binding_Type	pK	Max_Prediction	Mean_High_Prediction
4mhy	Ki	6.466	0.927	0.323
4mc9	Ki	9.444	0.993	0.652
4ty7	Ki	9.523	0.992	0.540
4lhm	Ki	3.387	0.626	0.212
4qge	Ki	9.301	0.941	0.385
4o04	Ki	6.161	0.977	0.508
4clj	Ki	9.155	0.961	0.496
4p6w	Ki	9.155	0.856	0.382
4cmo	Ki	9.071	0.956	0.541
4kz6	Ki	3.097	0.583	0.230
4l19	Ki	6.097	0.839	0.471
4r5t	Ki	6.097	0.869	0.350
4nuc	Ki	6.041	0.977	0.574
4r3w	Ki	3.000	0.662	0.280
4kwg	Ki	6.000	0.536	0.154
4msc	Ki	5.959	0.945	0.425
4p5d	Ki	5.824	0.747	0.311
4nwc	Ki	5.759	0.817	0.351
4kz3	Ki	2.770	0.548	0.266
4m6u	Ki	2.745	0.596	0.166
4o2b	Ki	5.745	0.816	0.174
4ngp	Ki	7.960	0.888	0.292
4owm	Ki	2.963	0.506	0.210
4o9v	Ki	8.000	0.991	0.511
4r59	Ki	7.959	0.916	0.314
4lm3	Ki	2.921	0.903	0.370
4qgi	Ki	3.903	0.993	0.612
4llx	Ki	2.886	0.904	0.331
4kiu	Ki	3.854	0.933	0.325
4mc1	Ki	7.854	0.993	0.659
4pcs	Ki	7.854	0.773	0.241
4r76	Ki	7.854	0.778	0.210
4rak	Ki	7.854	0.898	0.355
4ciw	Ki	4.824	0.894	0.264
4ih3	Ki	4.818	0.552	0.218
4keq	Ki	3.824	0.753	0.242
4kwf	Ki	4.824	0.548	0.176
4omc	Ki	10.777	0.808	0.313
4w9p	Ki	7.796	0.772	0.322
4llp	Ki	4.796	0.915	0.353
4rj8	Ki	7.770	0.944	0.433
4w9o	Ki	7.770	0.787	0.326
4r5b	Ki	6.733	0.880	0.316
4jxs	Ki	4.745	0.732	0.317
4cd5	Ki	6.712	0.720	0.287
4c2v	Ki	9.000	0.913	0.403
4bf1	Ki	8.620	0.966	0.555
4o3c	Ki	2.590	0.772	0.304
4cwn	Ki	5.585	0.984	0.538
4pqa	Ki	5.553	0.500	0.175
4uc5	Kd	5.481	0.500	0.170
4cpz	Ki	7.681	0.662	0.305
4ovg	Ki	3.690	0.629	0.257
4cpt	Ki	7.699	0.990	0.598
4o09	Ki	7.699	0.972	0.519
4q93	Ki	4.652	0.896	0.232
4g95	Ki	7.613	0.989	0.477
4pee	Ki	8.319	0.833	0.250
4oc1	Ki	6.595	0.931	0.312
4p58	Ki	4.602	0.908	0.278
4cd4	Ki	6.580	0.523	0.246
4ngn	Ki	7.551	0.726	0.261
4r5a	Ki	8.699	0.872	0.303
4uma	Ki	5.409	0.615	0.148
4mrz	Ki	3.523	0.916	0.375
4ty6	Ki	7.523	0.992	0.544
4cpw	Ki	7.502	0.990	0.583
4oc0	Ki	6.498	0.852	0.300
4cwf	Ki	4.489	0.976	0.496
4cu8	Ki	4.470	0.549	0.184
4kwo	Ki	6.452	0.970	0.383
4cpr	Ki	7.456	0.991	0.592
4umc	Ki	3.444	0.567	0.151
4o05	Ki	7.432	0.976	0.538
4ou3	Ki	4.412	0.807	0.230
4llj	Ki	3.420	0.897	0.397
4n8q	Ki	3.420	0.620	0.220
4nh8	Ki	8.523	0.983	0.526
4o97	Ki	8.523	0.991	0.538
4v24	Ki	8.367	0.643	0.254
4bf6	Ki	8.347	0.973	0.532
4na9	Ki	7.387	0.980	0.518
4o07	Ki	7.377	0.967	0.529
4lkq	Ki	3.347	0.908	0.333
4owv	Ki	4.347	0.500	0.196
4cpy	Ki	6.309	0.738	0.269
4nh7	Ki	8.398	0.983	0.523
4ual	Ki	8.398	0.923	0.388
4oc3	Ki	8.276	0.899	0.311
4oc2	Ki	8.276	0.860	0.296
4cps	Ki	8.268	0.991	0.595
4u8w	Ki	11.237	0.994	0.662
4msa	Ki	3.301	0.906	0.379
4mrw	Ki	3.301	0.909	0.374
4itp	Ki	7.268	0.921	0.505
4lm0	Ki	3.252	0.892	0.359
4oak	Ki	4.224	0.571	0.169
4lm1	Ki	3.229	0.889	0.395
4o0b	Ki	8.301	0.960	0.517
4cwo	Ki	5.215	0.977	0.538
4m0r	Ki	5.208	0.672	0.250
4mc2	Ki	8.194	0.993	0.654
4o0y	Ki	7.222	0.950	0.491
4o0x	Ki	7.167	0.942	0.483
4oma	Ki	4.167	0.692	0.191
4cp7	Ki	8.108	0.991	0.588
4loy	Ki	8.092	0.991	0.454
4q19	Ki	8.051	0.751	0.270
4oc5	Ki	7.071	0.901	0.298
4lm4	Ki	3.041	0.859	0.404
3wzn	Kd	7.000	0.500	0.200
4p6x	Ki	7.041	0.862	0.390
4lm2	Ki	3.027	0.856	0.283
4msn	Ki	4.027	0.887	0.355
4llk	Ki	3.004	0.864	0.354
4umb	Ki	4.004	0.566	0.150
4xtx	Kd	10.569	0.937	0.476
4zzz	Kd	7.060	0.870	0.288
3wtn	Kd	7.041	0.500	0.202
3wtl	Kd	7.036	0.500	0.244
5epl	Kd	7.027	0.570	0.430
3wtm	Kd	7.000	0.500	0.222
4zba	Kd	5.510	0.704	0.264
3wto	Kd	6.924	0.500	0.209
4zzx	Kd	6.903	0.899	0.271
4xtz	Kd	9.815	0.935	0.467
4rd0	Kd	6.620	0.945	0.369
4zzd	Kd	6.602	0.875	0.290
3wtj	Kd	6.527	0.500	0.272
4xu3	Kd	9.502	0.928	0.445
5cp9	Kd	3.509	0.500	0.194
4xu1	Kd	9.489	0.922	0.463
4rd3	Kd	6.469	0.950	0.371
4ymh	Kd	6.456	0.694	0.312
4zeb	Kd	6.523	0.642	0.233
4zvi	Kd	6.328	0.919	0.345
4rd6	Kd	6.284	0.947	0.390
4zb6	Kd	6.276	0.817	0.330
4xtv	Kd	9.268	0.927	0.423
4xu2	Kd	9.228	0.936	0.464
4xty	Kd	9.212	0.921	0.451
4xu0	Kd	9.114	0.927	0.464
4tqn	Kd	6.114	0.994	0.509
3x00	Kd	9.081	0.557	0.271
4xk9	Kd	9.066	0.771	0.295
4tkj	Kd	6.040	0.903	0.333
4xtw	Kd	9.030	0.944	0.456
4zb8	Kd	6.027	0.902	0.330
4tjz	Kd	5.971	0.871	0.293
4rr6	Kd	6.000	0.905	0.399
4ra1	Kd	5.936	0.873	0.218
4und	Kd	8.959	0.966	0.418
4d4d	Kd	5.959	0.508	0.244
5ct2	Kd	2.921	0.500	0.232
4y5d	Kd	5.921	0.738	0.257
4zei	Kd	5.876	0.895	0.209
5nn6	Kd	5.523	0.527	0.266
4cst	Kd	8.886	0.982	0.510
4zec	Kd	5.824	0.763	0.207
4ymq	Kd	5.796	0.975	0.420
4ysl	Kd	5.796	0.713	0.252
5cbr	Kd	5.745	0.873	0.458
4tkh	Kd	5.735	0.897	0.313
3wvm	Kd	5.710	0.904	0.347
4czs	Kd	5.000	0.500	0.253
4rlt	Kd	4.963	0.754	0.224
5boj	Kd	7.000	0.667	0.335
5aba	Kd	2.983	0.965	0.571
4xxh	Kd	5.000	0.625	0.252
5cst	Kd	6.959	0.526	0.222
4y2q	Kd	2.921	0.903	0.375
4qtl	Kd	6.921	0.949	0.502
5e1s	Kd	7.921	0.951	0.476
4rlw	Kd	4.873	0.756	0.232
4rra	Kd	4.873	0.895	0.406
4zl4	Kd	7.860	0.971	0.357
4xya	Kd	5.863	0.974	0.579
5efc	Kd	4.851	0.669	0.314
5d1r	Kd	4.842	0.500	0.250
5efa	Kd	4.833	0.704	0.315
4x5r	Kd	7.854	0.984	0.545
4rlu	Kd	4.818	0.736	0.240
4rrg	Kd	2.813	0.656	0.232
4qpd	Kd	7.824	0.824	0.328
4q46	Kd	3.772	0.617	0.280
4pg9	Kd	7.796	0.500	0.291
4qjw	Kd	7.796	0.733	0.342
4wop	Kd	4.764	0.547	0.243
4x50	Kd	7.752	0.981	0.545
4pvx	Kd	6.764	0.948	0.328
4w52	Kd	3.757	0.500	0.195
5am6	Kd	6.733	0.964	0.490
5alb	Kd	10.708	0.800	0.312
4crl	Kd	9.710	0.957	0.304
4pvy	Kd	6.706	0.933	0.343
4u0w	Kd	3.000	0.500	0.183
4x5q	Kd	9.000	0.985	0.550
4zek	Kd	5.658	0.810	0.216
4zyf	Kd	8.638	0.988	0.531
5e8f	Kd	8.638	0.758	0.320
4tkb	Kd	5.592	0.896	0.311
4zzy	Kd	5.602	0.971	0.373
5afv	Kd	5.585	0.820	0.239
5a81	Kd	5.538	0.993	0.460
4ymg	Kd	4.678	0.750	0.308
5a5q	Kd	4.678	0.983	0.457
5aoj	Kd	4.678	0.887	0.433
4x5z	Kd	7.627	0.831	0.290
5dqe	Kd	3.631	0.791	0.296
4rrf	Kd	3.621	0.537	0.225
4r73	Kd	7.638	0.756	0.288
5e73	Kd	4.638	0.953	0.463
4uin	Kd	7.620	0.615	0.291
4ynl	Kd	4.620	0.569	0.340
4x8o	Kd	6.602	0.705	0.303
5dqf	Kd	3.597	0.500	0.203
4or4	Kd	4.572	0.735	0.322
4x3k	Kd	4.558	0.586	0.301
4urz	Kd	2.523	0.914	0.335
4u5n	Kd	2.481	0.500	0.311
5a7b	Kd	3.567	0.969	0.542
4yrd	Kd	4.569	0.866	0.221
5btx	Kd	3.553	0.712	0.319
5cqu	Kd	6.538	0.978	0.495
4rwj	Kd	8.699	0.960	0.445
4qb3	Kd	5.469	0.978	0.572
4css	Kd	8.456	0.985	0.549
4u5o	Kd	2.420	0.500	0.323
5cbs	Kd	5.409	0.795	0.434
4u5s	Kd	2.409	0.500	0.299
5c3p	Kd	4.463	0.500	0.223
4zji	Kd	6.469	0.739	0.364
5azf	Kd	4.442	0.502	0.315
4xy8	Kd	6.401	0.949	0.458
4wn5	Kd	7.409	0.528	0.261
5e74	Kd	4.409	0.965	0.455
4cl6	Kd	5.393	0.500	0.207
5d21	Kd	8.377	0.545	0.223
4or6	Kd	5.310	0.675	0.324
4omk	Kd	4.397	0.754	0.265
4zt8	Kd	4.387	0.619	0.212
4z93	Kd	7.351	0.981	0.602
4xmb	Kd	7.357	0.822	0.375
4cp5	Kd	3.345	0.500	0.210
5aol	Kd	2.319	0.864	0.446
4qj0	Kd	7.319	0.792	0.330
4ucc	Kd	4.319	0.500	0.285
4omj	Kd	5.264	0.822	0.276
4y59	Kd	5.237	0.798	0.291
4qfp	Kd	4.232	0.500	0.294
4q08	Kd	6.301	0.945	0.493
4zme	Kd	4.301	0.574	0.270
4qjx	Kd	7.284	0.924	0.421
4qfo	Kd	4.272	0.500	0.209
4r0a	Kd	4.260	0.500	0.182
4r75	Kd	7.244	0.763	0.269
4ury	Kd	2.222	0.872	0.329
4x5p	Kd	8.208	0.986	0.553
5acy	Kd	8.194	0.981	0.573
4q09	Kd	8.174	0.951	0.492
5aut	Kd	5.174	0.957	0.445
5ahw	Kd	5.166	0.500	0.243
5am7	Kd	7.190	0.970	0.457
5bv3	Kd	7.167	0.500	0.214
5cs3	Kd	2.155	0.500	0.247
4qfl	Kd	5.114	0.500	0.199
4xt2	Kd	7.155	0.852	0.388
5dq8	Kd	4.137	0.874	0.309
5c5t	Kd	3.127	0.500	0.207
4zow	Kd	4.125	0.500	0.199
4qfn	Kd	4.119	0.697	0.230
4ymx	Kd	7.102	0.762	0.229
4yth	Ki	8.699	0.972	0.564
4oiv	Kd	5.081	0.866	0.335
4u54	Kd	2.060	0.500	0.326
5a2i	Kd	5.056	0.735	0.305
5cc2	Kd	4.097	0.680	0.254
4xmr	Kd	4.066	0.539	0.212
4r74	Kd	8.097	0.740	0.277
5dgu	Ki	11.347	0.993	0.642
4x5y	Kd	8.032	0.855	0.314
5cso	Kd	6.027	0.500	0.247
4qp2	Kd	3.027	0.953	0.447
5aoi	Kd	3.027	0.896	0.473
5bry	Ki	11.824	0.994	0.638
4crc	Ki	8.721	0.993	0.544
5dgw	Ki	11.046	0.994	0.640
4ytc	Ki	7.886	0.973	0.589
4crb	Ki	7.569	0.993	0.525
4yo8	Ki	10.523	0.873	0.311
5ceq	Ki	7.377	0.973	0.488
4ynb	Ki	10.367	0.913	0.370
4qlk	Ki	3.244	0.880	0.302
5bwc	Ki	7.215	0.761	0.334
4cra	Ki	7.222	0.992	0.527
4zbf	Ki	7.131	0.946	0.425
5cep	Ki	6.839	0.960	0.503
4ykj	Ki	4.432	0.500	0.142
4zo5	Ki	9.824	0.968	0.428
4wkn	Ki	9.721	0.876	0.334
4o2p	Ki	6.699	0.965	0.474
4zip	Ki	9.678	0.991	0.646
5cjf	Ki	9.585	0.713	0.329
4ygf	Ki	7.678	0.658	0.276
4wkp	Ki	9.553	0.909	0.343
4pv5	Ki	6.538	0.741	0.260
4zbi	Ki	6.509	0.943	0.429
4wko	Ki	9.469	0.903	0.342
4qll	Ki	3.377	0.876	0.302
4z0k	Ki	6.335	0.992	0.612
4q99	Ki	6.284	0.845	0.401
4crf	Ki	9.301	0.992	0.532
4ymb	Ki	6.208	0.744	0.284
4wrb	Ki	6.187	0.543	0.226
4s1g	Ki	9.222	0.873	0.382
5aml	Ki	9.155	0.923	0.429
5dit	Ki	6.155	0.877	0.364
4zls	Ki	9.086	0.993	0.626
3wz6	Ki	5.959	0.894	0.398
5cas	Ki	8.854	0.965	0.444
4x6n	Ki	8.824	0.993	0.523
3wz8	Ki	5.824	0.887	0.407
5cau	Ki	8.796	0.957	0.430
5e2p	Ki	8.796	0.993	0.530
4rhx	Ki	5.796	0.755	0.262
4ykk	Ki	2.770	0.500	0.209
4xas	Ki	6.585	0.500	0.225
3wz7	Ki	5.745	0.909	0.408
4x6o	Ki	8.721	0.993	0.547
4re2	Ki	4.983	0.637	0.215
4riv	Ki	7.000	0.862	0.405
4twp	Ki	10.000	0.944	0.467
4p6c	Ki	4.000	0.579	0.235
5fl4	Ki	6.996	0.867	0.414
4xar	Ki	6.971	0.667	0.229
4zx0	Ki	8.000	0.907	0.310
5a6k	Ki	5.947	0.633	0.211
4q7v	Ki	3.585	0.759	0.330
4rn4	Ki	6.943	0.977	0.474
4xir	Ki	6.939	0.975	0.514
4y79	Ki	7.959	0.990	0.578
4ruy	Ki	7.893	0.836	0.381
4rux	Ki	7.921	0.833	0.376
4x8v	Ki	6.886	0.983	0.514
4ufk	Ki	3.886	0.500	0.146
4re4	Ki	6.870	0.608	0.195
4q87	Ki	4.854	0.850	0.421
4z84	Ki	5.824	0.971	0.516
4x24	Ki	9.780	0.805	0.306
5c1m	Ki	10.796	0.849	0.259
4z2b	Ki	7.757	0.737	0.276
4x48	Ki	6.770	0.913	0.488
5cbm	Ki	7.770	0.500	0.188
4q8x	Ki	3.569	0.854	0.446
4ufm	Ki	3.721	0.500	0.175
5e2o	Ki	8.699	0.992	0.555
4q9y	Ki	5.678	0.728	0.371
5c28	Ki	5.658	0.900	0.367
4ufl	Ki	2.638	0.500	0.185
4qd6	Ki	8.638	0.954	0.393
5egm	Ki	8.620	0.992	0.565
5caq	Ki	8.569	0.969	0.454
4wkb	Ki	11.569	0.845	0.334
5amd	Ki	8.553	0.938	0.476
4yha	Ki	6.648	0.500	0.285
4ruz	Ki	7.636	0.791	0.351
4q7w	Ki	2.638	0.745	0.290
4q8y	Ki	2.638	0.820	0.396
4xip	Ki	6.629	0.962	0.504
5c8n	Ki	7.553	0.972	0.447
4zwz	Ki	8.699	0.889	0.308
4zwx	Ki	8.699	0.908	0.320
4q1w	Ki	11.699	0.994	0.667
4x8u	Ki	2.456	0.944	0.505
5ork	Kd	3.631	0.947	0.295
4zae	Ki	8.444	0.993	0.599
4y8x	Ki	8.432	0.993	0.536
4u6z	Ki	5.409	0.939	0.305
5byi	Ki	7.513	0.948	0.500
4qf9	Ki	4.431	0.539	0.276
5hvt	Kd	7.260	0.500	0.209
4wa9	Ki	8.420	0.957	0.438
4ufh	Ki	6.420	0.500	0.182
4q7s	Ki	4.420	0.689	0.325
4yml	Ki	8.347	0.782	0.325
4z1k	Ki	8.328	0.924	0.488
5c2a	Ki	8.319	0.945	0.432
4u1b	Ki	5.310	0.899	0.288
4z83	Ki	7.398	0.970	0.527
5fl6	Ki	7.361	0.859	0.413
4q1y	Ki	10.347	0.992	0.648
4q7p	Ki	4.319	0.742	0.328
4riu	Ki	7.301	0.889	0.353
4y0a	Ki	2.305	0.526	0.284
4ryd	Ki	11.260	0.810	0.322
4rfc	Ki	8.244	0.924	0.494
4z1e	Ki	8.244	0.936	0.498
4x6m	Ki	8.237	0.993	0.560
4z1j	Ki	8.114	0.930	0.513
5cap	Ki	7.284	0.971	0.467
4ufj	Ki	4.284	0.500	0.184
4u69	Ki	4.261	0.935	0.310
4xit	Ki	7.268	0.981	0.529
5e13	Ki	4.238	0.776	0.355
5amg	Ki	8.222	0.922	0.445
4u71	Ki	5.222	0.893	0.364
5fl5	Ki	8.194	0.872	0.432
4u73	Ki	5.180	0.913	0.342
4z0q	Ki	8.167	0.927	0.512
4u6w	Ki	4.213	0.887	0.305
4ufi	Ki	6.201	0.500	0.160
4q83	Ki	4.194	0.847	0.448
5dwr	Ki	11.222	0.980	0.540
4q90	Ki	2.155	0.723	0.358
4qrh	Ki	5.155	0.553	0.217
4cr5	Ki	4.155	0.972	0.490
4xaq	Ki	7.144	0.500	0.213
4zx1	Ki	6.140	0.941	0.311
4wov	Ki	7.143	0.803	0.398
4yc0	Ki	4.131	0.500	0.225
4q1x	Ki	11.155	0.994	0.670
5c2h	Ki	11.086	0.956	0.487
5c1w	Ki	5.060	0.872	0.411
4rfd	Ki	8.051	0.775	0.426
4cr9	Ki	4.097	0.979	0.476
5e2r	Ki	7.064	0.932	0.523
4xiq	Ki	7.066	0.965	0.510
4u70	Ki	5.022	0.888	0.306
4yes	Ki	8.018	0.990	0.537
4u6c	Ki	5.004	0.893	0.308
4rfm	Ki	10.046	0.927	0.408
6g3q	Ki	7.237	0.921	0.450
4q81	Ki	3.022	0.788	0.339
4yzu	Ki	5.046	0.989	0.591
5anu	Kd	9.398	0.944	0.447
5anv	Kd	9.301	0.969	0.421
5fnu	Kd	8.886	0.783	0.366
5ih9	Kd	8.699	0.994	0.475
5izj	Kd	11.523	0.976	0.529
5fck	Kd	8.222	0.974	0.489
5e89	Kd	7.854	0.991	0.479
5ive	Kd	7.569	0.931	0.322
5i8g	Kd	7.523	0.979	0.533
5tbm	Kd	7.310	0.893	0.407
5hvs	Kd	7.149	0.661	0.266
5hva	Kd	7.066	0.619	0.276
5cqt	Kd	6.907	0.988	0.566
5dx4	Kd	6.863	0.982	0.573
5js3	Kd	6.733	0.964	0.536
5izf	Kd	9.745	0.984	0.527
5cy9	Kd	6.662	0.988	0.549
5jt9	Kd	6.633	0.963	0.528
5i2e	Kd	6.638	0.765	0.285
5l4i	Kd	6.585	0.647	0.340
4rfr	Kd	6.538	0.782	0.313
5jvi	Kd	6.509	0.966	0.539
5cu4	Kd	6.495	0.956	0.400
5i2f	Kd	6.495	0.577	0.255
5jss	Kd	6.451	0.964	0.535
5dbm	Kd	6.456	0.987	0.546
5ivy	Kd	6.444	0.952	0.351
5jxn	Kd	6.411	0.966	0.545
5d0r	Kd	6.367	0.721	0.215
5ant	Kd	6.357	0.949	0.449
5ivv	Kd	6.347	0.951	0.387
5lz5	Kd	6.347	0.813	0.359
5kbe	Kd	6.337	0.500	0.156
5mn1	Kd	2.481	0.968	0.581
5ekm	Kd	6.319	0.922	0.510
5gmh	Kd	6.310	0.760	0.239
5i3y	Kd	9.398	0.980	0.512
5d25	Kd	6.301	0.982	0.573
5lz7	Kd	6.276	0.810	0.330
5lwd	Kd	6.244	0.958	0.461
5htl	Kd	6.301	0.576	0.253
5fnt	Kd	6.174	0.790	0.368
5i3w	Kd	9.222	0.985	0.529
5kax	Kd	6.108	0.500	0.321
5ftg	Kd	6.155	0.765	0.316
5d26	Kd	6.092	0.983	0.592
5e7n	Kd	6.092	0.617	0.385
5h9r	Kd	6.076	0.989	0.447
5d3l	Kd	6.056	0.981	0.566
5kcb	Kd	6.004	0.500	0.256
5g2g	Kd	6.046	0.768	0.230
4xo8	Kd	8.959	0.980	0.577
5cp5	Kd	5.909	0.983	0.563
5lvl	Kd	5.903	0.789	0.277
5ivc	Kd	5.921	0.953	0.376
5lwm	Kd	8.873	0.967	0.575
5lif	Kd	5.873	0.964	0.525
5eh5	Kd	5.870	0.895	0.438
5ipj	Kd	8.886	0.984	0.571
5fsy	Kd	5.886	0.682	0.295
5avf	Kd	5.495	0.694	0.186
5dw2	Kd	5.842	0.931	0.522
5egu	Kd	5.854	0.988	0.557
5eng	Kd	5.854	0.991	0.517
5lso	Kd	5.854	0.500	0.359
5tb6	Kd	5.815	0.989	0.547
5fsn	Kd	5.770	0.900	0.359
5eis	Kd	5.745	0.977	0.594
5fsx	Kd	2.721	0.563	0.294
5ikb	Kd	8.721	0.839	0.359
4z07	Kd	7.987	0.673	0.254
5aqz	Kd	5.481	0.890	0.465
5ehw	Kd	2.998	0.890	0.447
5g4n	Kd	3.996	0.942	0.524
4yx4	Kd	5.969	0.683	0.311
5flq	Kd	2.967	0.877	0.463
5eqy	Kd	8.000	0.835	0.314
5fng	Kd	2.957	0.869	0.460
5fou	Kd	3.947	0.825	0.313
4zv2	Kd	2.932	0.810	0.307
5hbn	Kd	4.889	0.500	0.230
5ii2	Kd	4.889	0.974	0.356
5flt	Kd	2.893	0.870	0.440
5i1q	Kd	7.921	0.990	0.442
5d3t	Kd	4.921	0.980	0.566
5eqe	Kd	3.879	0.710	0.198
5j0d	Kd	6.873	0.989	0.499
5fh7	Kd	6.863	0.983	0.391
5g4m	Kd	3.860	0.935	0.520
5l3a	Kd	4.886	0.855	0.438
5f1h	Kd	7.851	0.948	0.463
5ie1	Kd	6.854	0.973	0.524
5btv	Kd	3.854	0.500	0.317
5ewk	Kd	4.854	0.868	0.353
5eu1	Kd	7.812	0.949	0.457
5exw	Kd	6.824	0.979	0.400
5fov	Kd	2.799	0.814	0.372
4ybk	Kd	7.824	0.980	0.513
5i29	Kd	7.824	0.994	0.439
5fbi	Kd	2.796	0.875	0.359
5i3v	Kd	7.796	0.977	0.524
5lne	Kd	4.759	0.504	0.319
5fh8	Kd	6.770	0.980	0.346
4yhm	Kd	9.762	0.919	0.386
5er4	Kd	2.756	0.631	0.299
5hbs	Kd	7.733	0.892	0.353
4yk0	Kd	3.742	0.986	0.440
5ia0	Kd	6.728	0.967	0.519
4yho	Kd	10.745	0.971	0.402
5k03	Kd	4.745	0.889	0.384
4yb5	Kd	4.714	0.520	0.195
5his	Kd	4.708	0.500	0.183
5l9g	Kd	7.703	0.634	0.251
5ia2	Kd	7.721	0.970	0.509
5hjq	Kd	4.721	0.500	0.228
5f0f	Kd	6.000	0.919	0.333
5f1r	Kd	6.000	0.821	0.247
5ey0	Kd	2.646	0.699	0.207
5epn	Kd	8.658	0.869	0.360
5d0c	Kd	5.631	0.990	0.551
5g46	Kd	2.602	0.864	0.342
5i9y	Kd	8.553	0.970	0.507
5hrw	Kd	5.481	0.970	0.343
5dus	Kd	5.530	0.726	0.323
5sxm	Kd	8.538	0.693	0.303
5fe9	Kd	4.678	0.904	0.498
5dkn	Kd	3.693	0.500	0.309
5a6x	Kd	6.695	0.535	0.253
5fs5	Kd	6.685	0.991	0.570
5fog	Kd	3.672	0.812	0.359
5fol	Kd	3.668	0.885	0.324
4d7b	Kd	7.678	0.667	0.346
5eq1	Kd	4.678	0.980	0.485
5ji8	Kd	4.631	0.908	0.406
5ko1	Kd	6.638	0.945	0.417
5hu9	Kd	7.616	0.960	0.416
5i88	Kd	6.602	0.981	0.580
5lvr	Kd	3.602	0.917	0.360
5ia5	Kd	7.602	0.974	0.511
5evz	Kd	6.569	0.975	0.424
5c2o	Kd	4.550	0.579	0.213
5fpk	Kd	3.553	0.735	0.322
5etb	Kd	4.538	0.983	0.536
5dlx	Kd	5.699	0.987	0.557
5lz4	Kd	5.699	0.779	0.321
4zgk	Kd	5.509	0.979	0.530
5cks	Kd	5.509	0.635	0.242
4y4j	Kd	2.469	0.659	0.242
5ave	Kd	5.444	0.500	0.167
5e3a	Kd	5.444	0.685	0.271
5f2u	Kd	8.432	0.863	0.345
5i9x	Kd	7.523	0.968	0.490
4yxi	Kd	6.496	0.722	0.367
5fnd	Kd	3.495	0.969	0.468
5eh7	Kd	3.481	0.908	0.505
5fut	Kd	6.453	0.767	0.344
5jox	Kd	4.456	0.500	0.196
5d6j	Kd	4.444	0.539	0.220
5f2p	Kd	4.426	0.933	0.377
5g4o	Kd	4.432	0.953	0.510
5ihh	Kd	6.409	0.678	0.349
4xoc	Kd	8.523	0.981	0.576
5f08	Kd	5.523	0.898	0.329
5tef	Kd	5.398	0.513	0.207
5chk	Kd	5.385	0.780	0.206
4y3y	Kd	2.347	0.795	0.244
5edl	Kd	8.347	0.500	0.252
5l4m	Kd	5.337	0.629	0.326
5czm	Kd	8.319	0.929	0.460
5d3c	Kd	10.398	0.939	0.469
5igm	Kd	7.380	0.971	0.443
5fns	Kd	5.398	0.771	0.365
4yyt	Kd	6.379	0.729	0.366
5d3x	Kd	6.357	0.966	0.299
5ia3	Kd	7.337	0.960	0.509
4zcs	Kd	4.328	0.533	0.203
5l9o	Kd	5.398	0.500	0.243
5h8g	Kd	10.317	0.980	0.490
5meh	Kd	6.318	0.500	0.223
5fe7	Kd	3.312	0.867	0.402
5ep7	Kd	5.398	0.992	0.501
5eqp	Kd	5.398	0.717	0.233
5hrv	Kd	5.292	0.971	0.356
5hrx	Kd	5.292	0.973	0.345
5ect	Kd	5.284	0.707	0.297
5hwu	Kd	5.272	0.660	0.281
5gs9	Kd	5.260	0.500	0.182
4zv1	Kd	5.242	0.949	0.289
5d3j	Kd	5.244	0.984	0.591
5edd	Kd	5.244	0.611	0.268
5d24	Kd	5.237	0.977	0.543
5g45	Kd	3.301	0.760	0.283
5ewy	Kd	4.301	0.836	0.351
5duw	Kd	3.292	0.823	0.384
4r06	Kd	6.290	0.908	0.404
5i7y	Kd	7.284	0.951	0.489
5ia4	Kd	7.284	0.967	0.462
5f2r	Kd	4.284	0.980	0.416
5l4j	Kd	4.284	0.685	0.330
5ia1	Kd	6.276	0.958	0.498
5i7x	Kd	7.276	0.942	0.497
5f9b	Kd	4.261	0.933	0.375
5ei3	Kd	4.248	0.548	0.309
5b2d	Kd	4.252	0.500	0.328
5f8y	Kd	4.244	0.500	0.172
5ad1	Kd	7.237	0.567	0.254
5csp	Kd	4.237	0.954	0.396
5fnr	Kd	4.229	0.776	0.349
5eyr	Kd	5.301	0.924	0.362
5h8e	Kd	11.199	0.979	0.507
4y3j	Kd	2.167	0.609	0.242
5kh3	Kd	4.222	0.518	0.290
5dyo	Kd	10.215	0.500	0.247
5en3	Kd	6.208	0.682	0.331
5i80	Kd	7.208	0.978	0.577
5cs6	Kd	3.201	0.952	0.250
5dnu	Kd	4.110	0.504	0.230
5ha1	Kd	7.193	0.918	0.356
5fox	Kd	3.171	0.820	0.338
5ito	Kd	4.162	0.835	0.319
5fot	Kd	3.167	0.719	0.367
5bw4	Kd	4.167	0.701	0.304
5fe6	Kd	2.161	0.849	0.432
5k8s	Kd	8.222	0.753	0.336
5kva	Kd	5.135	0.796	0.274
5d3p	Kd	5.131	0.979	0.550
5f74	Kd	5.119	0.500	0.229
5d3h	Kd	5.102	0.986	0.571
5fnf	Kd	3.155	0.957	0.463
5fnc	Kd	4.114	0.980	0.511
5flo	Kd	3.149	0.894	0.467
5ehr	Kd	7.137	0.792	0.353
5lvq	Kd	4.137	0.857	0.405
5lom	Kd	7.130	0.500	0.230
5ey4	Kd	3.125	0.970	0.423
5e6o	Kd	4.114	0.500	0.311
5kat	Kd	4.104	0.610	0.253
5f1x	Kd	6.108	0.976	0.428
5l9l	Kd	7.100	0.696	0.251
5eh8	Kd	3.102	0.850	0.448
5hwv	Kd	5.071	0.500	0.246
