PDB_ID	Binding_Type	pK	Max_Prediction
5g1a	Kd	6.569	0.675
5h1u	Kd	3.509	0.980
5xg5	Kd	3.481	0.500
5mes	Kd	6.469	0.943
5vb5	Kd	6.456	0.966
5jop	Kd	9.409	0.863
5v79	Kd	6.409	0.734
5llc	Kd	9.523	0.949
5g60	Kd	6.523	0.500
5lsh	Kd	3.387	0.500
5oku	Kd	6.260	0.500
5v7a	Kd	6.377	0.606
5vb6	Kd	6.367	0.970
5m04	Kd	6.337	0.811
5u4d	Kd	6.328	0.678
5llo	Kd	9.398	0.744
5g61	Kd	6.398	0.500
5uk8	Kd	6.398	0.941
5wa8	Kd	6.231	0.500
5llp	Kd	9.237	0.750
5u0z	Kd	6.187	0.772
5wl0	Kd	9.174	0.839
5nwi	Kd	6.161	0.500
5j20	Kd	9.143	0.981
5nkb	Kd	9.119	0.966
5wxh	Kd	6.155	0.500
5fso	Kd	6.092	0.898
5u0y	Kd	6.081	0.557
5n0f	Kd	6.046	0.517
5mmg	Kd	6.013	0.992
6eqp	Kd	5.959	0.748
6eux	Kd	5.921	0.883
5ngz	Kd	2.886	0.500
5mme	Kd	5.854	0.993
5k0m	Kd	8.824	0.905
5oei	Kd	5.796	0.560
5n31	Kd	5.793	0.969
5mo8	Kd	5.785	0.972
5ota	Kd	5.745	0.500
5u4b	Kd	5.745	0.670
5gj9	Kd	4.991	0.876
5j82	Kd	6.000	0.985
5j64	Kd	6.854	0.973
5mgk	Kd	4.000	0.696
5x54	Kd	5.000	0.786
5vcw	Kd	5.957	0.959
5m5d	Kd	3.955	0.563
5n84	Kd	7.959	0.957
5ta2	Kd	7.959	0.884
5ioz	Kd	4.959	0.811
6b7b	Kd	2.893	0.700
5orv	Kd	2.887	0.500
5f63	Kd	7.921	0.985
5ldm	Kd	3.857	0.710
5j6l	Kd	7.886	0.986
5ipc	Kd	4.886	0.707
5wuk	Kd	7.854	0.879
5vcv	Kd	6.824	0.951
5nk6	Kd	6.801	0.965
5j8m	Kd	6.796	0.973
5os4	Kd	2.779	0.585
5neb	Ki	7.770	0.836
5njz	Kd	7.796	0.964
5j3l	Kd	4.796	0.852
5jzi	Kd	4.796	0.729
5nvw	Kd	6.770	0.968
5j6n	Kd	7.770	0.982
5j9x	Kd	7.770	0.984
5os2	Kd	2.740	0.508
5j6a	Kd	7.770	0.939
5mg2	Kd	7.770	0.993
5iyy	Kd	4.770	0.714
5gmn	Kd	4.726	0.929
5j27	Kd	6.745	0.981
5nk2	Kd	6.740	0.961
5j2x	Kd	7.745	0.980
5otc	Kd	4.714	0.758
5kma	Kd	4.708	0.500
5o58	Kd	6.719	0.938
5nki	Kd	7.721	0.962
5nkc	Kd	7.721	0.966
5nk4	Kd	8.699	0.967
5mro	Kd	5.699	0.830
5ouh	Kd	5.670	0.516
5n18	Kd	5.678	0.891
5o2d	Kd	5.678	0.916
5n93	Kd	8.658	0.964
5g5z	Kd	5.658	0.500
5x74	Kd	8.638	0.837
5lvd	Kd	2.620	0.904
5nbw	Kd	8.585	0.917
5n9r	Kd	5.585	0.851
5j6m	Kd	8.569	0.984
5gja	Kd	5.553	0.578
5nvv	Kd	6.699	0.971
5h85	Kd	4.699	0.985
5wbm	Kd	4.699	0.546
5nkg	Kd	7.678	0.966
5wyz	Kd	7.678	0.808
5yjm	Kd	7.678	0.991
5kab	Kd	4.678	0.973
5m17	Kd	3.656	0.612
5nk8	Kd	6.640	0.972
5tcy	Kd	7.658	0.622
5j1r	Kd	4.658	0.843
6ezq	Kd	4.658	0.919
5n34	Kd	4.633	0.965
5mrp	Kd	5.523	0.881
5jq5	Kd	5.631	0.988
5jhk	Kd	4.638	0.773
5ulp	Kd	4.614	0.956
5m77	Kd	7.607	0.586
5lud	Kd	3.606	0.798
5ta4	Kd	7.620	0.880
5jgq	Kd	4.620	0.615
5nw1	Kd	6.602	0.961
5t9u	Kd	7.602	0.904
5u0g	Kd	4.582	0.877
5t9w	Kd	5.585	0.861
5nkh	Kd	7.585	0.964
5nkd	Kd	7.585	0.966
5k9w	Kd	4.585	0.980
5ovr	Kd	4.565	0.780
5vcy	Kd	6.569	0.954
5ko5	Kd	4.569	0.771
5u0d	Kd	4.544	0.852
5tpx	Kd	6.553	0.754
5vd3	Kd	5.550	0.939
5mnr	Kd	5.463	0.963
5u0f	Kd	5.469	0.914
5nka	Kd	5.456	0.963
5txy	Kd	5.456	0.714
5u13	Kd	5.409	0.799
5nw0	Kd	6.523	0.967
5ovx	Kd	4.503	0.743
5tya	Kd	4.483	0.790
5nw2	Kd	6.495	0.968
5vd0	Kd	6.489	0.952
5isz	Kd	4.495	0.791
6b7a	Kd	4.495	0.631
5ma7	Kd	3.474	0.938
5ka1	Kd	4.481	0.972
5h5f	Kd	4.429	0.654
5x62	Kd	6.421	0.665
5kad	Kd	4.432	0.969
5nk3	Kd	7.420	0.965
5ne5	Kd	7.409	0.556
5ka9	Kd	4.409	0.955
5vi6	Kd	8.523	0.986
5j1x	Kd	5.523	0.774
5mek	Kd	5.377	0.720
5fsc	Kd	2.357	0.500
5u11	Kd	5.347	0.620
5u14	Kd	5.337	0.778
5wp5	Kd	5.337	0.881
5n17	Kd	5.319	0.821
5mz8	Kd	2.310	0.500
5n2z	Kd	5.310	0.965
5tuz	Kd	7.398	0.596
5irr	Kd	5.268	0.957
5os5	Kd	3.387	0.687
5ufp	Kd	7.372	0.889
5lny	Kd	7.377	0.987
5tcj	Kd	7.377	0.645
5vc4	Kd	7.360	0.963
5f60	Kd	7.367	0.984
5ljt	Ki	8.921	0.963
5vcz	Kd	6.353	0.944
5n3v	Kd	4.344	0.960
5ka7	Kd	4.347	0.980
5nk7	Kd	6.330	0.966
5mrb	Kd	6.327	0.973
5w1e	Kd	5.237	0.500
5m28	Kd	4.319	0.500
5jsj	Kd	5.398	0.636
5lsg	Kd	5.398	0.931
5mqe	Kd	5.398	0.990
5g5f	Kd	5.284	0.751
5ltn	Kd	5.269	0.574
5jgi	Kd	4.301	0.625
5twj	Kd	5.253	0.679
5j86	Kd	8.260	0.985
5b5f	Kd	5.252	0.784
5b5g	Kd	5.252	0.591
5m9w	Kd	2.244	0.934
5n24	Ki	8.921	0.889
5mgj	Kd	4.292	0.765
5mgf	Kd	4.268	0.862
5km9	Kd	4.253	0.745
5uff	Kd	4.243	0.619
5ut6	Kd	4.242	0.929
5u0w	Kd	4.237	0.567
5ty9	Kd	5.215	0.689
5f62	Kd	8.167	0.987
5ufc	Kd	5.161	0.642
5n99	Kd	4.213	0.591
5wbo	Kd	4.208	0.511
5ot8	Kd	4.195	0.831
5ijr	Kd	3.196	0.514
5t9z	Kd	7.194	0.890
5vgy	Kd	4.184	0.882
5u28	Kd	7.174	0.985
5ldp	Kd	4.174	0.782
5ose	Kd	3.167	0.630
5fyx	Kd	4.157	0.500
5ja0	Kd	5.222	0.901
5u0e	Kd	5.114	0.859
5kej	Kd	5.108	0.500
5aan	Kd	4.149	0.524
5nk9	Kd	6.140	0.958
5uln	Ki	7.848	0.952
5my8	Kd	7.143	0.930
5vc3	Kd	7.111	0.961
5vd2	Kd	7.104	0.961
5orw	Kd	3.099	0.655
5t7s	Kd	4.102	0.763
5gof	Kd	4.045	0.850
5n2t	Kd	5.076	0.966
5u12	Kd	5.071	0.774
5gsa	Kd	7.086	0.906
5ot9	Kd	4.074	0.842
5mpz	Kd	4.071	0.974
5f5z	Kd	7.066	0.986
5jhb	Kd	6.059	0.981
5uxf	Kd	7.060	0.500
5mge	Kd	4.060	0.928
5lyn	Kd	5.044	0.854
5n3y	Kd	5.031	0.940
5mrm	Kd	5.032	0.500
5nvx	Kd	7.046	0.969
5vsf	Kd	7.027	0.694
5vd1	Kd	6.004	0.958
5wal	Ki	8.770	0.963
5t8p	Ki	5.893	0.946
5vo1	Ki	8.155	0.969
5ult	Ki	10.854	0.993
5wlo	Ki	10.824	0.993
5uov	Ki	10.602	0.992
5oot	Ki	7.545	0.987
5nee	Ki	10.699	0.960
5nea	Ki	10.301	0.847
5we9	Ki	7.222	0.953
5v82	Ki	10.155	0.986
5hz5	Ki	7.066	0.861
5op4	Ki	6.712	0.984
5vb7	Ki	6.721	0.956
5op5	Ki	6.666	0.983
6b97	Ki	6.625	0.886
5mby	Ki	3.509	0.517
5t8o	Ki	6.509	0.965
6b4l	Ki	6.469	0.938
5upz	Ki	9.201	0.991
5m7s	Ki	9.046	0.500
5vp9	Ki	8.987	0.849
5wqc	Ki	8.959	0.777
5m23	Ki	8.903	0.711
5oq8	Ki	5.851	0.973
5mlj	Ki	8.854	0.895
5uoo	Ki	8.854	0.986
5ndf	Ki	5.854	0.643
5vkc	Ki	8.745	0.949
5n1s	Ki	7.991	0.905
5g2b	Ki	7.000	0.875
5wcm	Ki	4.000	0.500
5n1r	Ki	7.955	0.951
6en5	Ki	7.941	0.888
5l8a	Ki	4.910	0.669
5nih	Ki	6.873	0.815
6b96	Ki	7.845	0.904
5th4	Ki	2.848	0.691
5k1f	Ki	4.790	0.760
5n25	Ki	7.780	0.837
5ueu	Ki	7.777	0.985
5mkr	Ki	4.770	0.962
5mks	Ki	4.770	0.959
5tt3	Ki	6.714	0.606
5ljq	Ki	9.000	0.963
5vij	Ki	7.614	0.804
5upf	Ki	8.602	0.907
5mjn	Ki	8.538	0.923
5k1d	Ki	4.682	0.773
5o4f	Ki	6.682	0.894
6b4u	Ki	7.678	0.951
6b98	Ki	4.650	0.778
5u6j	Ki	7.638	0.983
6b4n	Ki	10.554	0.993
5u8c	Ki	7.529	0.742
5ufs	Ki	8.495	0.906
5n0d	Ki	8.481	0.939
5nn5	Ki	5.469	0.609
5mpn	Kd	7.071	0.987
5tp0	Ki	5.437	0.964
5n0e	Ki	8.444	0.939
5voj	Ki	8.444	0.858
5g57	Ki	8.400	0.908
5vih	Ki	7.492	0.774
5tuo	Ki	6.491	0.685
5t19	Ki	4.495	0.939
5o07	Ki	7.471	0.842
5dpx	Ki	4.456	0.558
5uv2	Ki	4.403	0.735
6ep4	Ki	5.347	0.500
5g1z	Ki	5.324	0.849
6equ	Ki	6.378	0.935
5m25	Ki	8.187	0.718
5tfx	Ki	7.215	0.939
5ti0	Ki	4.215	0.800
5wex	Ki	7.178	0.961
5v0n	Ki	7.173	0.986
5ula	Ki	7.114	0.982
5n6s	Ki	8.086	0.808
5m7u	Ki	8.097	0.735
5vsj	Ki	4.022	0.578
5uez	Ki	6.013	0.977
5upe	Ki	8.046	0.900
6fs0	Kd	9.770	0.941
5mpk	Kd	8.523	0.988
6ma3	Kd	8.301	0.833
6ma5	Kd	8.097	0.825
6d56	Kd	8.046	0.988
6eq8	Kd	8.000	0.503
6cbf	Ki	5.167	0.518
6cks	Kd	7.824	0.983
5nlk	Kd	7.456	0.992
6eol	Kd	7.432	0.995
6fyz	Kd	7.409	0.959
6d55	Kd	7.357	0.983
6ma4	Kd	7.347	0.836
5ya5	Kd	6.721	0.983
6fa4	Kd	7.292	0.667
6ckr	Kd	7.301	0.983
6epz	Kd	7.143	0.500
6chp	Kd	10.125	0.929
6ht1	Kd	7.114	0.884
6as8	Kd	7.051	0.620
6fs1	Kd	7.009	0.940
5yj8	Kd	3.983	0.500
5ymx	Kd	6.921	0.924
6d5h	Kd	6.921	0.982
6d5e	Kd	6.854	0.986
6ghh	Kd	6.714	0.878
6fo5	Kd	6.721	0.990
6msy	Kd	7.000	0.500
6mub	Kd	7.000	0.500
6eq7	Kd	7.000	0.915
6b1k	Kd	6.672	0.547
6fsy	Kd	6.607	0.976
5uc4	Kd	6.456	0.973
5z7j	Kd	6.602	0.702
6d5g	Kd	6.602	0.985
6gfs	Kd	6.536	0.910
5yyf	Kd	6.481	0.692
6epy	Kd	6.460	0.619
6gf9	Kd	6.386	0.897
5ucj	Kd	6.357	0.978
5xo7	Kd	6.357	0.701
6cvf	Kd	6.347	0.500
6d5j	Kd	6.337	0.985
6gvz	Kd	6.398	0.852
5vyy	Kd	6.208	0.982
6gjn	Kd	6.222	0.929
6fmj	Kd	6.119	0.967
6mu3	Kd	6.155	0.500
6eq3	Kd	6.155	0.917
6ckw	Kd	9.081	0.912
6ge7	Kd	6.062	0.904
5oht	Kd	6.018	0.799
6cdo	Kd	8.975	0.967
6epa	Kd	5.947	0.530
5ovc	Kd	5.959	0.500
6gnw	Kd	4.991	0.678
5umx	Kd	5.959	0.500
6ey9	Kd	5.907	0.977
6fv4	Kd	2.921	0.500
6gw4	Kd	5.921	0.749
6fmc	Kd	5.879	0.802
6eq2	Kd	5.886	0.939
6bm5	Kd	5.845	0.872
6ey8	Kd	5.810	0.978
6mj7	Kd	2.824	0.520
6ftp	Kd	5.824	0.794
6ced	Kd	5.824	0.500
5vm0	Kd	8.796	0.755
6eog	Kd	5.796	0.994
6cdp	Kd	8.785	0.942
6czf	Kd	5.796	0.622
5mwh	Kd	5.745	0.994
5om7	Kd	5.745	0.785
6eyt	Kd	5.721	0.500
6g34	Kd	8.244	0.956
6arm	Kd	4.975	0.500
6ftz	Kd	3.000	0.942
5os8	Kd	3.979	0.946
5umy	Kd	6.967	0.561
5zw6	Kd	8.000	0.783
5yft	Kd	5.000	0.673
6eq5	Kd	4.745	0.927
5nap	Kd	7.954	0.722
5yz2	Kd	4.947	0.500
6hmg	Kd	4.939	0.550
6hai	Kd	7.936	0.754
5yqx	Kd	6.959	0.979
6g9i	Kd	3.928	0.763
6evn	Kd	4.706	0.935
6bhv	Kd	5.231	0.592
6glb	Kd	6.889	0.964
5otr	Kd	4.921	0.943
6dq4	Kd	4.921	0.961
5o9o	Kd	4.886	0.766
5yfs	Kd	4.860	0.685
5nwe	Kd	4.879	0.871
5z99	Kd	6.876	0.503
6el5	Kd	6.876	0.987
6gl9	Kd	6.870	0.960
6gji	Kd	3.870	0.907
6gjl	Kd	3.857	0.828
6fnf	Kd	7.886	0.967
5oha	Kd	4.886	0.576
5z7b	Kd	4.886	0.500
6fnj	Kd	6.848	0.978
5mnn	Kd	3.845	0.982
6csr	Kd	6.842	0.957
5o1h	Kd	4.854	0.946
6h2t	Kd	4.818	0.650
6aox	Kd	4.824	0.521
6g36	Kd	7.788	0.962
6g2b	Kd	3.796	0.589
6czc	Kd	4.783	0.525
5y94	Kd	6.785	0.979
5yh8	Kd	6.775	0.723
6g35	Kd	7.757	0.962
5qa8	Kd	3.770	0.779
6fuh	Kd	3.770	0.964
6faa	Kd	6.747	0.776
5o5a	Kd	4.770	0.994
5orj	Kd	4.770	0.948
6fgg	Kd	4.770	0.981
5nyh	Kd	7.728	0.988
6i8y	Kd	6.745	0.638
6gjr	Kd	3.735	0.787
5ov8	Kd	4.745	0.994
5os7	Kd	3.688	0.949
6fba	Kd	4.701	0.500
5wa5	Kd	6.717	0.987
5odx	Kd	6.710	0.988
6bdy	Kd	5.690	0.795
6gon	Kd	5.666	0.631
6fhu	Kd	2.638	0.500
6gl8	Kd	8.607	0.563
5zvw	Kd	8.620	0.810
5xsr	Kd	7.693	0.957
6bm6	Kd	4.682	0.837
6gjj	Kd	3.699	0.711
5yhe	Kd	6.692	0.719
6cfc	Kd	3.678	0.702
6bbx	Kd	6.668	0.581
6hke	Kd	7.678	0.500
6cwn	Kd	6.646	0.500
5o1d	Kd	4.658	0.901
6elp	Kd	6.627	0.980
6g38	Kd	6.621	0.958
6eq1	Kd	4.609	0.500
5oqu	Kd	3.613	0.956
5o87	Kd	6.611	0.500
6f1j	Kd	4.620	0.500
5oaj	Kd	6.561	0.770
6css	Kd	7.602	0.954
6guc	Kd	7.602	0.957
6gjm	Kd	3.575	0.710
6guh	Kd	7.585	0.989
6fnq	Kd	4.585	0.702
5ost	Kd	4.564	0.576
6gla	Kd	7.569	0.962
5oss	Kd	4.548	0.828
6gnp	Kd	4.547	0.500
6hsh	Kd	7.547	0.982
5nau	Kd	7.525	0.753
6ajr	Kd	4.314	0.500
6cwh	Kd	7.538	0.500
6f9g	Kd	5.699	0.500
6hd6	Kd	5.699	0.898
5oa6	Kd	5.509	0.749
6g14	Kd	5.487	0.793
6fe1	Kd	8.481	0.879
6fhq	Kd	2.469	0.539
6ekq	Kd	5.456	0.991
6gnr	Kd	5.442	0.531
5vl2	Kd	8.424	0.613
6gfz	Kd	5.511	0.968
5o1f	Kd	4.523	0.932
5vh0	Kd	4.523	0.500
6fhk	Kd	7.507	0.939
5yl2	Kd	4.499	0.704
6fe0	Kd	6.481	0.862
6hqy	Kd	6.435	0.966
6eya	Kd	7.481	0.981
5ovv	Kd	4.481	0.500
5ogb	Kd	7.469	0.891
6q3q	Kd	4.453	0.500
5qal	Kd	3.456	0.768
5msb	Kd	7.456	0.616
6fui	Kd	4.456	0.967
6h8s	Kd	4.424	0.808
6g9u	Kd	6.432	0.859
5osl	Kd	3.426	0.931
6ei5	Kd	7.417	0.977
6csp	Kd	8.523	0.933
5o9r	Kd	5.388	0.746
6ma2	Kd	5.387	0.850
6eyb	Kd	5.375	0.981
6g3a	Kd	8.377	0.955
5o9y	Kd	5.337	0.771
6g39	Kd	8.337	0.959
6g0z	Kd	5.315	0.757
6h1u	Kd	5.319	0.661
5nze	Kd	6.387	0.863
6csq	Kd	6.387	0.968
5orh	Kd	4.387	0.944
6g37	Kd	7.370	0.962
6e4a	Kd	7.357	0.990
6h77	Kd	7.334	0.630
5w2s	Kd	7.333	0.704
6hly	Kd	7.328	0.695
6exj	Kd	4.328	0.500
6czb	Kd	4.328	0.557
5wij	Kd	6.312	0.917
6f20	Kd	4.305	0.839
6gue	Kd	8.398	0.991
5tkk	Kd	8.277	0.774
5xpi	Kd	5.284	0.672
6gzm	Kd	8.260	0.957
6cpw	Kd	8.252	0.978
6b5q	Kd	8.244	0.559
6fuj	Kd	4.301	0.921
6elo	Kd	6.289	0.976
5nz4	Kd	6.284	0.852
6gnm	Kd	4.263	0.646
6f1n	Kd	6.262	0.986
6pg6	Kd	3.699	0.578
5xmx	Kd	7.244	0.962
5qay	Kd	3.229	0.706
5wmg	Kd	8.215	0.977
5o9q	Kd	5.208	0.786
5zo8	Kd	8.201	0.952
6cq1	Kd	3.660	0.858
5zkc	Kd	8.194	0.500
5otz	Kd	5.187	0.946
6arn	Kd	5.187	0.526
5oxk	Kd	2.166	0.500
6mjf	Kd	5.162	0.874
6aro	Kd	5.149	0.630
6ghj	Kd	2.162	0.500
5ohy	Kd	5.167	0.683
6hlx	Kd	7.174	0.611
6htg	Kd	7.174	0.974
6fni	Kd	8.222	0.975
5tkj	Kd	8.146	0.983
6gwr	Kd	8.102	0.974
6g98	Kd	6.149	0.858
6guk	Kd	6.146	0.988
6fng	Kd	7.137	0.968
5obg	Kd	7.130	0.704
6cvv	Kd	4.125	0.643
5win	Kd	7.027	0.932
5om3	Kd	4.101	0.737
5o9p	Kd	5.094	0.726
6hpw	Kd	6.093	0.898
6hrq	Kd	7.088	0.977
5var	Kd	4.088	0.509
5y8y	Kd	7.086	0.978
5om2	Kd	4.062	0.734
6ce6	Kd	5.097	0.628
5ovp	Kd	5.041	0.500
5oa2	Kd	5.009	0.758
6gzd	Kd	8.009	0.950
6eln	Kd	6.046	0.973
6cze	Kd	4.032	0.579
5yhg	Kd	6.021	0.688
6d50	Kd	5.046	0.740
6exi	Kd	5.046	0.500
6e9a	Ki	11.921	0.993
6cdj	Ki	11.699	0.994
5xvg	Ki	8.046	0.946
6cdl	Ki	10.921	0.994
6h36	Ki	9.347	0.943
6h5x	Ki	10.824	0.912
6dif	Ki	10.721	0.990
6cn5	Ki	7.699	0.970
6dj1	Ki	10.509	0.993
5xva	Ki	7.292	0.951
6ebe	Ki	6.699	0.952
6got	Ki	9.398	0.913
6dar	Ki	6.660	0.722
5vja	Ki	6.585	0.963
6ecz	Ki	6.569	0.950
6e7j	Ki	9.481	0.993
5w44	Ki	6.444	0.953
6eeo	Ki	6.432	0.928
6f92	Ki	6.398	0.500
6hh3	Ki	6.237	0.561
5y12	Ki	6.229	0.942
6h2z	Ki	9.301	0.936
6dpx	Ki	5.886	0.740
6h34	Ki	9.301	0.959
5laq	Ki	9.201	0.922
6ays	Ki	9.187	0.800
6h33	Ki	9.222	0.939
6eiz	Ki	6.222	0.500
6b4d	Ki	6.108	0.936
6c7q	Ki	9.155	0.984
6f90	Ki	6.000	0.500
5y13	Ki	5.936	0.954
5od1	Ki	5.959	0.500
5owl	Ki	5.921	0.977
6ayt	Ki	8.854	0.803
5nw7	Ki	5.770	0.717
6dj7	Ki	8.721	0.993
5nxp	Ki	7.991	0.949
5l8c	Ki	7.000	0.892
5mwy	Ki	7.000	0.898
6eif	Ki	6.983	0.965
5zag	Ki	6.967	0.983
6cbg	Ki	3.947	0.500
6dh6	Ki	9.931	0.993
6ej3	Ki	5.928	0.981
5zae	Ki	6.807	0.989
6iiu	Ki	7.959	0.500
6dh2	Ki	10.893	0.992
6dh7	Ki	9.882	0.993
5za7	Ki	5.868	0.987
5oh3	Ki	3.866	0.757
5oh9	Ki	3.863	0.727
6dh8	Ki	9.835	0.992
6g2m	Ki	7.821	0.953
5zaf	Ki	6.780	0.988
6eij	Ki	5.775	0.979
6euc	Ki	3.775	0.620
6ej2	Ki	7.796	0.981
6f9v	Ki	6.765	0.893
5nxg	Ki	8.553	0.948
5za9	Ki	6.738	0.989
5g5v	Ki	6.701	0.921
6f28	Ki	5.668	0.826
6h29	Ki	5.620	0.825
6h37	Ki	8.585	0.943
6fnr	Ki	5.585	0.767
6gg4	Ki	3.688	0.500
5nxi	Ki	6.663	0.930
6eqw	Ki	10.650	0.822
5nzn	Ki	3.658	0.868
6cjv	Ki	5.658	0.766
5yum	Ki	3.652	0.500
6eqv	Ki	6.623	0.809
5wgp	Ki	5.620	0.963
6eis	Ki	6.599	0.947
6fag	Ki	6.593	0.946
6dpz	Ki	3.587	0.699
6dh1	Ki	10.583	0.992
6f3b	Ki	6.563	0.942
6edr	Ki	4.545	0.934
6aqs	Ki	7.553	0.541
5oh4	Ki	4.553	0.853
6faf	Ki	6.514	0.938
5mwp	Ki	7.500	0.922
6d9x	Ki	3.491	0.606
6eqx	Ki	10.472	0.806
5ny3	Ki	7.470	0.954
6c7w	Ki	5.467	0.930
6f05	Ki	4.469	0.606
6exs	Ki	3.441	0.500
5ny1	Ki	6.436	0.943
5oh7	Ki	4.367	0.732
6eiq	Ki	6.417	0.954
5l8y	Ki	6.400	0.901
6ayr	Ki	8.387	0.817
5nxo	Ki	8.310	0.893
5nya	Ki	6.381	0.682
5zaj	Ki	7.377	0.985
6ex1	Ki	7.306	0.955
6ayo	Ki	8.292	0.799
5za8	Ki	6.294	0.983
6hh5	Ki	4.266	0.564
5nxw	Ki	7.241	0.966
6eir	Ki	6.240	0.968
5oh2	Ki	4.244	0.644
6d2o	Ki	5.301	0.500
6ayq	Ki	8.187	0.799
5z5f	Ki	2.167	0.500
6c7x	Ki	7.186	0.969
6g2l	Ki	7.167	0.942
6dak	Ki	5.142	0.706
6dj5	Ki	8.143	0.993
6f9u	Ki	5.131	0.902
6dj2	Ki	8.119	0.992
6dil	Ki	8.119	0.990
6h38	Ki	8.108	0.949
6dpt	Ki	7.114	0.892
6b59	Ki	8.086	0.973
6evr	Ki	8.056	0.964
6dpy	Ki	4.097	0.700
6eed	Ki	6.090	0.951
6dai	Ki	4.070	0.676
5zc5	Ki	7.056	0.988
6c0s	Ki	7.051	0.994
6g3v	Ki	6.035	0.924
5nzf	Ki	4.027	0.869
6mqe	Kd	11.292	0.532
6r8o	Kd	8.222	0.909
6jb0	Kd	7.237	0.810
6i8m	Kd	7.796	0.950
6dyv	Kd	10.585	0.892
6dyy	Kd	10.553	0.921
6maj	Kd	7.469	0.867
6u5y	Kd	7.161	0.737
6qmk	Kd	7.456	0.786
6dyw	Kd	10.444	0.918
6qmj	Kd	7.357	0.795
6dyu	Kd	10.260	0.892
6np2	Kd	6.796	0.749
6nfh	Kd	7.155	0.973
5zyl	Kd	7.056	0.877
6p83	Kd	7.097	0.809
6pi5	Kd	6.959	0.548
6qr0	Kd	6.921	0.722
6qqz	Kd	6.745	0.708
5zhl	Kd	6.721	0.810
6e23	Kd	10.000	0.749
6idg	Kd	6.658	0.500
6np3	Kd	6.469	0.742
6i64	Kd	7.312	0.799
6i17	Kd	6.602	0.879
6u8o	Kd	6.539	0.704
6oja	Kd	9.699	0.500
6n9l	Kd	6.699	0.781
6if0	Kd	6.509	0.887
6g2r	Kd	9.456	0.986
6qi7	Kd	6.456	0.892
6qr3	Kd	6.444	0.752
6n7d	Kd	9.523	0.962
6iez	Kd	6.523	0.870
6q3y	Kd	7.268	0.983
6u8b	Kd	6.366	0.640
6idb	Kd	6.398	0.500
6qr4	Kd	6.229	0.737
6dyz	Kd	9.201	0.785
6r8l	Kd	6.174	0.910
6hgi	Kd	6.222	0.809
6j72	Kd	6.131	0.665
6hq7	Kd	6.114	0.618
6a87	Kd	3.155	0.500
6dsp	Kd	6.092	0.500
6qz5	Kd	6.081	0.945
6mlo	Kd	6.097	0.728
6hm1	Kd	6.041	0.677
6dz0	Kd	9.027	0.750
6jbb	Kd	5.987	0.784
6jb4	Kd	5.983	0.812
6md0	Kd	5.896	0.930
6mle	Kd	9.000	0.732
6qgf	Kd	6.000	0.993
6r9x	Kd	2.959	0.769
6d9s	Kd	5.959	0.867
6g7a	Kd	6.777	0.750
6mh1	Kd	5.921	0.981
6r8w	Kd	5.921	0.906
6gj8	Kd	5.866	0.694
6e22	Kd	8.886	0.726
6dz3	Kd	8.886	0.674
6dz2	Kd	8.854	0.695
6n3w	Kd	5.807	0.830
6bs3	Kd	5.824	0.732
6pg7	Kd	4.658	0.691
6i14	Kd	5.824	0.806
6jan	Kd	5.793	0.777
6stl	Kd	8.796	0.500
6mnc	Kd	5.796	0.643
6i8t	Kd	5.754	0.953
6fh3	Kd	3.071	0.599
5zdb	Kd	5.750	0.681
5zym	Kd	5.770	0.889
6d78	Kd	8.745	0.688
6mh7	Kd	5.745	0.983
6p85	Kd	4.987	0.825
6jof	Kd	4.983	0.770
6haz	Kd	7.000	0.746
6j3p	Kd	6.979	0.929
6rih	Kd	3.979	0.539
6pia	Kd	4.959	0.591
6pid	Kd	4.538	0.559
6j0o	Kd	4.924	0.842
6jaq	Kd	3.954	0.698
6gjw	Kd	4.959	0.500
6pg5	Kd	4.959	0.692
6nv7	Kd	7.917	0.984
6dgr	Kd	4.910	0.900
6jao	Kd	4.860	0.745
6e7u	Kd	6.917	0.709
6e7t	Kd	6.889	0.819
6pg9	Kd	4.921	0.724
6qqv	Kd	4.921	0.764
6jon	Kd	4.879	0.500
6jdl	Kd	4.886	0.665
6qrc	Kd	4.886	0.746
6mja	Kd	7.851	0.885
6gga	Kd	4.848	0.938
6jfk	Kd	4.842	0.866
6pg8	Kd	3.854	0.599
6jap	Kd	4.795	0.745
6e7r	Kd	6.833	0.742
6p84	Kd	4.807	0.896
6nsv	Kd	7.801	0.500
6e1z	Kd	3.824	0.500
6i62	Kd	6.803	0.811
6qlr	Kd	4.824	0.993
6nfy	Kd	7.796	0.915
6t1l	Kd	4.767	0.930
6g24	Kd	2.770	0.500
6g2o	Kd	6.770	0.500
6ql2	Kd	7.770	0.888
6mkw	Kd	4.770	0.811
6qas	Kd	7.742	0.982
6t1j	Kd	4.742	0.911
6i66	Kd	6.739	0.791
6iou	Kd	3.735	0.500
6mj4	Kd	7.719	0.890
6ueg	Kd	4.710	0.500
6jbe	Kd	4.703	0.799
6h1d	Kd	5.602	0.878
6qr9	Kd	6.721	0.752
6qqw	Kd	4.721	0.712
6quv	Kd	3.000	0.553
6n8x	Kd	5.699	0.986
6t1o	Kd	5.585	0.921
6qge	Kd	5.678	0.993
6pi6	Kd	5.658	0.675
6j0g	Kd	5.638	0.500
6ets	Kd	5.638	0.722
6n3v	Kd	5.611	0.559
6j3o	Kd	5.620	0.969
